nome,matrícula,curso
João,MAT8523,Medicina
Carlos,MAT3357,Economia
Gabriel,MAT8355,Administração
Ana,MAT9715,Ciências da Computação
Carlos,MAT1482,Administração
Carlos,MAT9559,Ciências da Computação
Rafael,MAT6364,Engenharia
Fernanda,MAT8930,Economia
Carlos,MAT3273,Medicina
Gabriel,MAT2853,Engenharia
Maria,MAT6332,Medicina
Julia,MAT3046,Economia
Fernanda,MAT8636,Administração
Pedro,MAT4509,Ciências da Computação
Lucia,MAT4812,Medicina
Pedro,MAT8698,Economia
Fernanda,MAT7154,Engenharia
Maria,MAT4363,Medicina
Pedro,MAT7764,Medicina
Rafael,MAT1596,Medicina
Carlos,MAT3447,Ciências da Computação
Julia,MAT4243,Economia
Maria,MAT5397,Administração
Ana,MAT6744,Engenharia
Maria,MAT7835,Engenharia
Pedro,MAT6111,Engenharia
Pedro,MAT4521,Ciências da Computação
Fernanda,MAT9449,Economia
Lucia,MAT3423,Administração
Gabriel,MAT8949,Administração
Fernanda,MAT9612,Medicina
Gabriel,MAT6092,Ciências da Computação
Julia,MAT8567,Engenharia
Julia,MAT3667,Medicina
Carlos,MAT4625,Economia
João,MAT6539,Administração
Julia,MAT2635,Economia
Lucia,MAT6087,Ciências da Computação
Maria,MAT9544,Economia
Lucia,MAT6751,Ciências da Computação
Rafael,MAT1252,Ciências da Computação
Pedro,MAT8373,Administração
Pedro,MAT5283,Engenharia
Rafael,MAT1428,Administração
Fernanda,MAT9417,Engenharia
Pedro,MAT7034,Ciências da Computação
Ana,MAT6220,Ciências da Computação
Ana,MAT9997,Ciências da Computação
Fernanda,MAT5540,Medicina
Ana,MAT4694,Ciências da Computação
Gabriel,MAT8761,Economia
Julia,MAT2371,Engenharia
Maria,MAT4624,Medicina
Lucia,MAT9900,Engenharia
Carlos,MAT5992,Administração
Julia,MAT3787,Ciências da Computação
Fernanda,MAT1345,Medicina
Rafael,MAT5040,Administração
Rafael,MAT1623,Economia
Lucia,MAT9929,Administração
Rafael,MAT8273,Ciências da Computação
Maria,MAT1335,Medicina
Gabriel,MAT7345,Administração
João,MAT8207,Economia
João,MAT7010,Engenharia
Gabriel,MAT4769,Economia
Gabriel,MAT5163,Medicina
Lucia,MAT9339,Engenharia
Maria,MAT7548,Ciências da Computação
Rafael,MAT6483,Medicina
Rafael,MAT7646,Medicina
Lucia,MAT5474,Medicina
Fernanda,MAT2875,Ciências da Computação
Julia,MAT9408,Economia
Fernanda,MAT3566,Administração
Carlos,MAT4544,Ciências da Computação
Gabriel,MAT9887,Engenharia
Rafael,MAT8372,Ciências da Computação
Lucia,MAT2794,Administração
Rafael,MAT4212,Engenharia
Maria,MAT4696,Medicina
Lucia,MAT5299,Economia
Lucia,MAT7445,Economia
Pedro,MAT9567,Administração
Ana,MAT5264,Ciências da Computação
Fernanda,MAT1362,Engenharia
Julia,MAT5393,Ciências da Computação
Maria,MAT1446,Medicina
Maria,MAT2417,Administração
Lucia,MAT4166,Economia
Pedro,MAT8724,Medicina
Lucia,MAT5974,Economia
Lucia,MAT7170,Engenharia
Pedro,MAT3018,Ciências da Computação
Fernanda,MAT1430,Engenharia
Pedro,MAT9363,Ciências da Computação
Rafael,MAT2194,Engenharia
João,MAT5193,Ciências da Computação
Rafael,MAT3451,Ciências da Computação
Ana,MAT7028,Administração
Rafael,MAT2868,Medicina
João,MAT7020,Engenharia
Julia,MAT6472,Engenharia
Rafael,MAT1986,Economia
Carlos,MAT9984,Administração
Pedro,MAT1156,Economia
Gabriel,MAT6536,Administração
Maria,MAT7415,Ciências da Computação
Ana,MAT2325,Medicina
João,MAT7958,Medicina
Ana,MAT8593,Medicina
Fernanda,MAT2205,Administração
Julia,MAT3873,Medicina
Rafael,MAT7871,Economia
Pedro,MAT2879,Ciências da Computação
João,MAT9689,Medicina
Julia,MAT4648,Administração
Ana,MAT7205,Economia
Carlos,MAT9252,Ciências da Computação
Julia,MAT1228,Ciências da Computação
João,MAT7047,Ciências da Computação
Gabriel,MAT5719,Ciências da Computação
Fernanda,MAT6511,Engenharia
Carlos,MAT9624,Economia
Rafael,MAT7974,Economia
Gabriel,MAT1262,Administração
Fernanda,MAT3632,Administração
Fernanda,MAT4663,Ciências da Computação
Gabriel,MAT7361,Engenharia
Pedro,MAT2988,Administração
Fernanda,MAT6425,Engenharia
Gabriel,MAT1214,Medicina
Ana,MAT9582,Engenharia
Pedro,MAT4267,Economia
Ana,MAT4497,Ciências da Computação
Lucia,MAT7672,Medicina
Gabriel,MAT5465,Administração
Carlos,MAT5419,Medicina
Gabriel,MAT3234,Medicina
Carlos,MAT5903,Engenharia
Pedro,MAT2289,Engenharia
Julia,MAT7466,Economia
Maria,MAT6375,Medicina
Pedro,MAT1309,Administração
Maria,MAT3709,Administração
João,MAT8390,Ciências da Computação
Gabriel,MAT3203,Economia
Ana,MAT5296,Medicina
Julia,MAT5986,Ciências da Computação
Fernanda,MAT9430,Ciências da Computação
Lucia,MAT5647,Engenharia
Lucia,MAT2227,Engenharia
Gabriel,MAT6813,Administração
João,MAT4369,Engenharia
Pedro,MAT2388,Administração
Maria,MAT6064,Economia
Gabriel,MAT6098,Engenharia
Julia,MAT3363,Administração
Carlos,MAT8749,Engenharia
Pedro,MAT6645,Engenharia
Ana,MAT1913,Medicina
Gabriel,MAT8483,Administração
Rafael,MAT8856,Ciências da Computação
Lucia,MAT4796,Administração
Rafael,MAT6650,Economia
Julia,MAT5944,Economia
Ana,MAT4997,Administração
Gabriel,MAT8985,Ciências da Computação
Gabriel,MAT3979,Ciências da Computação
Pedro,MAT4606,Medicina
Maria,MAT7104,Economia
Pedro,MAT7400,Administração
Pedro,MAT2892,Ciências da Computação
Fernanda,MAT2689,Ciências da Computação
Rafael,MAT3683,Administração
João,MAT7128,Engenharia
Maria,MAT8094,Ciências da Computação
Rafael,MAT6087,Medicina
Rafael,MAT5771,Economia
Julia,MAT8907,Economia
Ana,MAT7116,Ciências da Computação
Fernanda,MAT9991,Administração
Pedro,MAT7858,Engenharia
Fernanda,MAT3439,Medicina
Maria,MAT4039,Medicina
Gabriel,MAT1584,Administração
Ana,MAT8015,Administração
Julia,MAT5249,Administração
João,MAT2787,Ciências da Computação
Ana,MAT7183,Ciências da Computação
João,MAT5106,Engenharia
Rafael,MAT5681,Medicina
Rafael,MAT6131,Medicina
Carlos,MAT9487,Economia
Julia,MAT7376,Ciências da Computação
João,MAT9529,Administração
Fernanda,MAT1147,Medicina
Lucia,MAT8166,Administração
Gabriel,MAT3908,Administração
Lucia,MAT6317,Ciências da Computação
Gabriel,MAT6284,Ciências da Computação
Ana,MAT8920,Engenharia
Julia,MAT5506,Engenharia
Maria,MAT8774,Engenharia
Ana,MAT9605,Administração
Fernanda,MAT6596,Administração
João,MAT2699,Medicina
Fernanda,MAT4250,Administração
Maria,MAT1501,Ciências da Computação
Rafael,MAT6071,Medicina
Julia,MAT8205,Administração
Lucia,MAT5200,Administração
Pedro,MAT9253,Ciências da Computação
Julia,MAT6729,Economia
Lucia,MAT3152,Engenharia
Gabriel,MAT8297,Economia
Fernanda,MAT7159,Medicina
Lucia,MAT2953,Engenharia
Lucia,MAT3832,Ciências da Computação
Julia,MAT3436,Ciências da Computação
Gabriel,MAT6498,Economia
Julia,MAT9654,Ciências da Computação
Fernanda,MAT4725,Administração
João,MAT3002,Administração
Julia,MAT9888,Administração
João,MAT5233,Ciências da Computação
Pedro,MAT9861,Engenharia
Ana,MAT9336,Administração
Lucia,MAT5380,Administração
Maria,MAT5361,Medicina
Julia,MAT1562,Economia
João,MAT9026,Economia
Carlos,MAT1694,Administração
Fernanda,MAT9138,Administração
Ana,MAT3599,Engenharia
Rafael,MAT4762,Medicina
Julia,MAT6905,Medicina
Fernanda,MAT9020,Economia
João,MAT1210,Medicina
Fernanda,MAT9072,Medicina
Pedro,MAT1660,Economia
Pedro,MAT5866,Economia
João,MAT6590,Medicina
Pedro,MAT6589,Ciências da Computação
Lucia,MAT6742,Administração
Gabriel,MAT4786,Economia
Fernanda,MAT7567,Ciências da Computação
João,MAT6536,Engenharia
Ana,MAT2007,Engenharia
Julia,MAT1406,Ciências da Computação
Rafael,MAT2218,Medicina
Ana,MAT7434,Engenharia
Ana,MAT1251,Economia
Maria,MAT1579,Medicina
Carlos,MAT2517,Economia
Ana,MAT5678,Administração
Ana,MAT7621,Economia
Gabriel,MAT7011,Economia
Gabriel,MAT8635,Ciências da Computação
João,MAT1939,Administração
Gabriel,MAT6072,Medicina
Gabriel,MAT2596,Medicina
Fernanda,MAT1365,Ciências da Computação
Gabriel,MAT9326,Economia
Julia,MAT8574,Ciências da Computação
Gabriel,MAT9808,Ciências da Computação
Maria,MAT1066,Economia
Ana,MAT8738,Engenharia
Carlos,MAT4581,Ciências da Computação
Gabriel,MAT9397,Medicina
Rafael,MAT1771,Administração
João,MAT4347,Ciências da Computação
Rafael,MAT6027,Administração
Gabriel,MAT9995,Engenharia
Gabriel,MAT8222,Medicina
Lucia,MAT7322,Engenharia
Rafael,MAT2864,Economia
Pedro,MAT1700,Administração
Ana,MAT9520,Engenharia
Julia,MAT1965,Administração
Fernanda,MAT4898,Administração
Fernanda,MAT9608,Ciências da Computação
Pedro,MAT1214,Administração
Julia,MAT4347,Engenharia
Fernanda,MAT6680,Administração
Ana,MAT7985,Economia
Julia,MAT4029,Ciências da Computação
Carlos,MAT6128,Engenharia
Ana,MAT2103,Medicina
Rafael,MAT5893,Economia
Rafael,MAT5826,Engenharia
Lucia,MAT6976,Administração
João,MAT9170,Administração
Fernanda,MAT6348,Administração
Ana,MAT9995,Administração
Carlos,MAT7317,Engenharia
Gabriel,MAT5648,Ciências da Computação
Carlos,MAT2943,Ciências da Computação
Pedro,MAT2827,Engenharia
João,MAT6767,Ciências da Computação
Gabriel,MAT3229,Administração
Carlos,MAT5973,Engenharia
Ana,MAT7802,Ciências da Computação
Julia,MAT2244,Medicina
Carlos,MAT2081,Engenharia
Pedro,MAT7017,Medicina
Lucia,MAT8634,Ciências da Computação
Julia,MAT2977,Economia
Gabriel,MAT7991,Medicina
Lucia,MAT7372,Engenharia
Pedro,MAT3168,Economia
Gabriel,MAT5981,Ciências da Computação
Rafael,MAT8572,Ciências da Computação
Maria,MAT2525,Medicina
Fernanda,MAT6322,Medicina
João,MAT7204,Medicina
João,MAT4257,Medicina
Carlos,MAT1817,Ciências da Computação
Gabriel,MAT3240,Engenharia
Rafael,MAT2953,Administração
Lucia,MAT1925,Administração
Fernanda,MAT5335,Economia
Lucia,MAT4543,Economia
Gabriel,MAT9164,Administração
Ana,MAT1611,Engenharia
Ana,MAT9221,Administração
Pedro,MAT1595,Administração
Julia,MAT3274,Medicina
Julia,MAT4898,Ciências da Computação
Fernanda,MAT9915,Ciências da Computação
Lucia,MAT2679,Ciências da Computação
Maria,MAT6434,Economia
João,MAT4257,Administração
Pedro,MAT9941,Economia
Lucia,MAT8343,Engenharia
Fernanda,MAT9902,Administração
Carlos,MAT5981,Administração
Carlos,MAT9143,Medicina
Pedro,MAT2976,Medicina
Gabriel,MAT7899,Administração
Lucia,MAT7607,Ciências da Computação
João,MAT6298,Ciências da Computação
Julia,MAT5134,Engenharia
Julia,MAT2347,Ciências da Computação
Lucia,MAT9635,Medicina
Maria,MAT9385,Engenharia
Rafael,MAT3845,Economia
Carlos,MAT9758,Engenharia
Pedro,MAT3278,Ciências da Computação
Maria,MAT2829,Ciências da Computação
Gabriel,MAT2873,Economia
Pedro,MAT5343,Administração
Rafael,MAT2886,Engenharia
Maria,MAT4519,Engenharia
Julia,MAT7204,Engenharia
Lucia,MAT3534,Engenharia
Ana,MAT9125,Administração
Maria,MAT6157,Administração
Ana,MAT3712,Ciências da Computação
Ana,MAT2607,Engenharia
João,MAT3431,Engenharia
Julia,MAT2558,Economia
João,MAT8407,Engenharia
Pedro,MAT9288,Medicina
Pedro,MAT2770,Medicina
Fernanda,MAT2402,Ciências da Computação
Ana,MAT3981,Medicina
Maria,MAT2974,Economia
João,MAT6821,Engenharia
João,MAT8422,Administração
Julia,MAT7801,Engenharia
Julia,MAT6271,Ciências da Computação
Rafael,MAT2967,Administração
Fernanda,MAT2266,Ciências da Computação
Fernanda,MAT7908,Medicina
João,MAT3506,Administração
Pedro,MAT3233,Medicina
João,MAT8593,Engenharia
Fernanda,MAT2083,Economia
Julia,MAT1360,Economia
João,MAT6299,Medicina
Pedro,MAT7532,Ciências da Computação
Maria,MAT5397,Administração
Maria,MAT2958,Ciências da Computação
Fernanda,MAT2283,Administração
Maria,MAT3825,Engenharia
Gabriel,MAT5916,Administração
Pedro,MAT6971,Administração
Julia,MAT9647,Ciências da Computação
Fernanda,MAT4287,Administração
Fernanda,MAT5331,Administração
Gabriel,MAT5720,Engenharia
Rafael,MAT7162,Engenharia
Maria,MAT4421,Administração
Gabriel,MAT3344,Ciências da Computação
Maria,MAT4242,Economia
Julia,MAT4487,Administração
Gabriel,MAT2236,Economia
Gabriel,MAT3585,Economia
Rafael,MAT2229,Economia
João,MAT1380,Engenharia
Carlos,MAT7646,Ciências da Computação
Gabriel,MAT1658,Medicina
Pedro,MAT7335,Economia
Julia,MAT7723,Administração
Pedro,MAT3170,Economia
Rafael,MAT5496,Medicina
Maria,MAT2795,Medicina
Ana,MAT2117,Ciências da Computação
Gabriel,MAT5093,Administração
Pedro,MAT2650,Administração
Rafael,MAT8718,Engenharia
Gabriel,MAT2783,Administração
Pedro,MAT1351,Administração
Maria,MAT8948,Medicina
Gabriel,MAT6423,Engenharia
Rafael,MAT3925,Administração
Maria,MAT4045,Administração
Ana,MAT3549,Ciências da Computação
Rafael,MAT3170,Engenharia
Gabriel,MAT8586,Economia
João,MAT4433,Administração
Carlos,MAT9459,Ciências da Computação
Fernanda,MAT1138,Administração
Fernanda,MAT9509,Ciências da Computação
Ana,MAT8070,Medicina
Pedro,MAT2902,Medicina
Pedro,MAT8526,Economia
João,MAT9810,Engenharia
Pedro,MAT7136,Medicina
João,MAT3191,Medicina
Rafael,MAT6763,Economia
Carlos,MAT3731,Economia
Ana,MAT9173,Administração
Pedro,MAT1888,Administração
João,MAT5948,Medicina
João,MAT2477,Medicina
Maria,MAT9483,Medicina
Rafael,MAT2022,Engenharia
Carlos,MAT2363,Engenharia
Pedro,MAT6949,Economia
Fernanda,MAT7333,Ciências da Computação
Maria,MAT8170,Economia
Lucia,MAT1907,Ciências da Computação
Maria,MAT6547,Economia
Ana,MAT8476,Ciências da Computação
Gabriel,MAT2781,Engenharia
Gabriel,MAT1873,Economia
Maria,MAT3059,Ciências da Computação
Fernanda,MAT5187,Medicina
João,MAT7870,Administração
Maria,MAT4229,Medicina
Julia,MAT7649,Ciências da Computação
Julia,MAT1089,Administração
Maria,MAT8469,Engenharia
Maria,MAT3588,Engenharia
Maria,MAT7626,Economia
Maria,MAT8813,Ciências da Computação
Lucia,MAT8202,Medicina
Maria,MAT9955,Ciências da Computação
Ana,MAT7880,Economia
Lucia,MAT2810,Administração
Rafael,MAT6876,Administração
Carlos,MAT5162,Engenharia
Ana,MAT2802,Administração
João,MAT3476,Economia
Gabriel,MAT4857,Administração
João,MAT9525,Engenharia
Fernanda,MAT9987,Engenharia
Maria,MAT1523,Engenharia
Gabriel,MAT4992,Administração
Carlos,MAT2618,Ciências da Computação
Carlos,MAT2063,Economia
Maria,MAT3357,Medicina
Pedro,MAT2592,Medicina
Fernanda,MAT1326,Medicina
Lucia,MAT6772,Economia
Pedro,MAT6464,Ciências da Computação
Carlos,MAT3066,Administração
Gabriel,MAT8536,Economia
Maria,MAT5426,Medicina
Fernanda,MAT9575,Ciências da Computação
Julia,MAT1464,Administração
Lucia,MAT7067,Economia
Lucia,MAT5841,Economia
Julia,MAT6847,Ciências da Computação
Carlos,MAT8518,Engenharia
Gabriel,MAT1246,Administração
Maria,MAT4010,Ciências da Computação
Lucia,MAT4471,Ciências da Computação
Ana,MAT3420,Engenharia
João,MAT2633,Economia
Fernanda,MAT2743,Ciências da Computação
Rafael,MAT6754,Engenharia
Maria,MAT1697,Medicina
Rafael,MAT5210,Ciências da Computação
João,MAT5432,Engenharia
Pedro,MAT5888,Ciências da Computação
Maria,MAT1735,Administração
Fernanda,MAT4828,Medicina
Ana,MAT9114,Economia
Lucia,MAT8122,Economia
Julia,MAT9973,Administração
Carlos,MAT7239,Medicina
Fernanda,MAT9537,Ciências da Computação
Julia,MAT1083,Ciências da Computação
Ana,MAT7681,Engenharia
Pedro,MAT3927,Medicina
João,MAT9862,Administração
Maria,MAT2192,Economia
Rafael,MAT8245,Ciências da Computação
Rafael,MAT6051,Ciências da Computação
Rafael,MAT8854,Medicina
Fernanda,MAT1744,Administração
João,MAT4982,Engenharia
Julia,MAT8462,Ciências da Computação
Gabriel,MAT5415,Economia
Julia,MAT2520,Medicina
Carlos,MAT3036,Engenharia
Fernanda,MAT2289,Medicina
Ana,MAT1134,Ciências da Computação
Pedro,MAT2011,Economia
Pedro,MAT9038,Engenharia
Carlos,MAT9674,Medicina
Ana,MAT5417,Medicina
João,MAT4572,Engenharia
João,MAT8327,Administração
Rafael,MAT4907,Ciências da Computação
Lucia,MAT4873,Medicina
Rafael,MAT4582,Medicina
Fernanda,MAT1543,Medicina
Julia,MAT6202,Administração
Maria,MAT3998,Ciências da Computação
Pedro,MAT5363,Administração
João,MAT7825,Ciências da Computação
Rafael,MAT6393,Engenharia
Fernanda,MAT1551,Medicina
João,MAT5566,Ciências da Computação
Julia,MAT8987,Medicina
Maria,MAT8088,Engenharia
Fernanda,MAT1999,Administração
Pedro,MAT9075,Administração
Carlos,MAT7086,Economia
Gabriel,MAT4227,Engenharia
Lucia,MAT3351,Ciências da Computação
Julia,MAT5243,Ciências da Computação
Gabriel,MAT2253,Ciências da Computação
Fernanda,MAT6822,Economia
Fernanda,MAT9980,Medicina
Julia,MAT9775,Administração
Fernanda,MAT1816,Ciências da Computação
Julia,MAT6100,Ciências da Computação
Fernanda,MAT8321,Engenharia
Rafael,MAT3320,Medicina
Carlos,MAT5810,Medicina
Carlos,MAT8773,Economia
Julia,MAT5535,Ciências da Computação
Ana,MAT6251,Medicina
Ana,MAT7273,Administração
Rafael,MAT7323,Engenharia
Ana,MAT7184,Medicina
Carlos,MAT2248,Administração
Rafael,MAT9649,Administração
Fernanda,MAT8695,Engenharia
Fernanda,MAT6881,Economia
Lucia,MAT6763,Administração
Lucia,MAT9025,Administração
Maria,MAT1870,Economia
Lucia,MAT1113,Economia
Pedro,MAT4191,Economia
Carlos,MAT8630,Medicina
Lucia,MAT6667,Ciências da Computação
Rafael,MAT3697,Administração
Maria,MAT9433,Administração
Pedro,MAT4094,Engenharia
Gabriel,MAT7436,Economia
Gabriel,MAT2555,Engenharia
Pedro,MAT1587,Ciências da Computação
Julia,MAT3902,Ciências da Computação
Ana,MAT1388,Economia
João,MAT8014,Engenharia
João,MAT5388,Administração
Fernanda,MAT1893,Administração
Maria,MAT3014,Ciências da Computação
Gabriel,MAT9241,Ciências da Computação
Ana,MAT7882,Administração
Ana,MAT5741,Ciências da Computação
Pedro,MAT2567,Engenharia
Carlos,MAT2146,Economia
Maria,MAT5273,Administração
Ana,MAT9503,Medicina
Carlos,MAT8927,Medicina
Rafael,MAT1255,Administração
João,MAT6929,Medicina
Carlos,MAT4711,Administração
Rafael,MAT2547,Medicina
Carlos,MAT3715,Economia
Fernanda,MAT8152,Medicina
João,MAT3362,Administração
Julia,MAT5338,Administração
Gabriel,MAT1479,Administração
Lucia,MAT5337,Ciências da Computação
Ana,MAT9118,Economia
Rafael,MAT1491,Economia
Julia,MAT5158,Medicina
João,MAT9737,Administração
Rafael,MAT7769,Administração
Carlos,MAT8867,Engenharia
João,MAT8230,Ciências da Computação
João,MAT8319,Medicina
Maria,MAT3544,Administração
Maria,MAT9329,Economia
Lucia,MAT3444,Medicina
Pedro,MAT8881,Administração
Carlos,MAT1188,Economia
Gabriel,MAT9509,Engenharia
Julia,MAT6750,Medicina
Julia,MAT1262,Administração
Fernanda,MAT3131,Economia
João,MAT4541,Medicina
Pedro,MAT7195,Medicina
Fernanda,MAT4992,Medicina
Lucia,MAT3439,Ciências da Computação
Fernanda,MAT1466,Economia
Rafael,MAT4270,Economia
Julia,MAT7071,Economia
Maria,MAT2689,Ciências da Computação
Carlos,MAT4665,Ciências da Computação
Lucia,MAT5160,Economia
Lucia,MAT1365,Economia
Carlos,MAT4598,Economia
Pedro,MAT4000,Economia
Maria,MAT1621,Engenharia
Gabriel,MAT3598,Medicina
Julia,MAT9236,Medicina
Ana,MAT8765,Economia
Carlos,MAT3404,Medicina
Pedro,MAT3114,Ciências da Computação
Julia,MAT5169,Ciências da Computação
Carlos,MAT2309,Ciências da Computação
Julia,MAT4524,Administração
Fernanda,MAT6702,Medicina
Gabriel,MAT7093,Medicina
Lucia,MAT2435,Medicina
Pedro,MAT3181,Economia
Fernanda,MAT6044,Ciências da Computação
Gabriel,MAT2417,Economia
Pedro,MAT1037,Engenharia
Carlos,MAT1248,Economia
Pedro,MAT2362,Medicina
Rafael,MAT9683,Medicina
Lucia,MAT5861,Medicina
Maria,MAT4708,Engenharia
Pedro,MAT8618,Economia
Carlos,MAT2887,Administração
Rafael,MAT5953,Engenharia
Julia,MAT2887,Economia
Lucia,MAT2315,Economia
Pedro,MAT3721,Ciências da Computação
Gabriel,MAT6742,Engenharia
Ana,MAT4542,Medicina
Gabriel,MAT6558,Administração
Julia,MAT3080,Ciências da Computação
Rafael,MAT5646,Engenharia
Lucia,MAT6158,Economia
João,MAT6104,Economia
Carlos,MAT4798,Economia
Julia,MAT9082,Administração
Julia,MAT3274,Economia
Lucia,MAT1463,Economia
Gabriel,MAT3600,Medicina
Gabriel,MAT2154,Engenharia
Pedro,MAT7419,Engenharia
Gabriel,MAT3054,Administração
Carlos,MAT6287,Engenharia
Julia,MAT8020,Ciências da Computação
Pedro,MAT2807,Engenharia
Lucia,MAT7449,Administração
Carlos,MAT5817,Engenharia
Carlos,MAT2860,Medicina
Rafael,MAT9081,Administração
Fernanda,MAT2496,Administração
Gabriel,MAT3955,Engenharia
Fernanda,MAT1442,Administração
Carlos,MAT1504,Engenharia
Rafael,MAT6652,Medicina
Lucia,MAT9986,Economia
Pedro,MAT1474,Administração
Lucia,MAT7562,Ciências da Computação
Julia,MAT1882,Administração
João,MAT5907,Medicina
